"eventVersion","userIdentity__type","userIdentity__principalId","userIdentity__arn","userIdentity__accountId","userIdentity__accessKeyId","userIdentity__userName","userIdentity__invokedBy","userIdentity__sessionContext__attributes__mfaAuthenticated","userIdentity__sessionContext__attributes__creationDate","eventTime","eventSource","eventName","awsRegion","sourceIPAddress","userAgent","requestParameters__X-Amz-Date","requestParameters__list-type","requestParameters__name","requestParameters__eventCategory","requestParameters__lookupAttributes__attributeKey","requestParameters__lookupAttributes__attributeValue","requestParameters__maxResults","requestParameters__encryptionContext__aws:lambda:FunctionArn","requestParameters__encryptionAlgorithm","requestParameters__includeShadowTrails","requestParameters__groupName","requestParameters__userName","requestParameters__policyArn","requestParameters__maxItems","requestParameters","responseElements__ConsoleLogin","additionalEventData__LoginTo","additionalEventData__MobileVersion","additionalEventData__MFAUsed","requestParameters__aggregateField","requestParameters__filter__eventStatusCodes__001","requestParameters__filter__eventStatusCodes__002","requestParameters__filter__startTimes__from","requestParameters__durationSeconds","responseElements__credentials__accessKeyId","responseElements__credentials__expiration","responseElements__credentials__sessionToken","requestParameters__bucket__-","errorCode","errorMessage","requestParameters__policyStatus__-","requestParameters__encryption__-","requestParameters__publicAccessBlock__-","requestParameters__host__-","requestParameters__policy__-","requestParameters__maxResults__-","requestParameters__bucketName","requestParameters__X-Amz-Algorithm","requestParameters__response-content-disposition","requestParameters__X-Amz-SignedHeaders","requestParameters__max-keys","requestParameters__fetch-owner","requestParameters__prefix","requestParameters__delimiter","requestParameters__Host","requestParameters__X-Amz-Expires","requestParameters__versions","requestParameters__acl","requestParameters__x-amz-acl","requestParameters__x-amz-server-side-encryption","requestParameters__key","responseElements__x-amz-server-side-encryption","requestParameters__bucketPolicy__Version","requestParameters__bucketPolicy__Statement__Sid","requestParameters__bucketPolicy__Statement__Effect","requestParameters__bucketPolicy__Statement__Principal__Service","requestParameters__bucketPolicy__Statement__Action","requestParameters__bucketPolicy__Statement__Resource","requestParameters__bucketPolicy__Statement__Condition__StringEquals__s3:x-amz-acl","requestParameters__versioning__-","requestParameters__acl__-","responseElements","additionalEventData__SignatureVersion","additionalEventData__CipherSuite","additionalEventData__bytesTransferredIn","additionalEventData__SSEApplied","additionalEventData__AuthenticationMethod","additionalEventData__x-amz-id-2","additionalEventData__bytesTransferredOut","additionalEventData__vpcEndpointId","requestID","eventID","readOnly","resources__accountId","resources__type","resources__ARNPrefix","resources__ARN","eventType","managementEvent","recipientAccountId","sharedEventID","vpcEndpointId","eventCategory"
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:23Z","s3.amazonaws.com","ListAccessPoints","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","cloud9-383178746571-sam-deployments-us-east-1","","","","","","383178746571.s3-control.us-east-1.amazonaws.com","","1","","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","AAD90713892080B3","93b84ce4-8510-4f82-a9e6-3e987e273eeb","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:36Z","s3.amazonaws.com","GetAccountPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","383178746571.s3-control.us-east-1.amazonaws.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","7BDAD357368EBF8F","2f0e393f-4112-4e0a-b4fb-497056496539","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:36Z","s3.amazonaws.com","GetAccountPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","383178746571.s3-control.us-east-1.amazonaws.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","EB2FA22015D3D458","0b6117cb-5ba6-4342-8d84-35682ae5274e","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:32Z","s3.amazonaws.com","GetBucketVersioning","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","s3.amazonaws.com","","","udacity-cloudtraillogs","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","321F6B2CE4120629","0ea0d6f1-460b-4abd-a3c1-29269fee64e1","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:23Z","s3.amazonaws.com","GetBucketAcl","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","elasticbeanstalk-us-east-1-383178746571.s3.us-east-1.amazonaws.com","","","elasticbeanstalk-us-east-1-383178746571","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","7DCD880F6A2688AD","f49dc7c5-0ae6-4cde-a8d6-71d08ff27ca3","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:23Z","s3.amazonaws.com","ListAccessPoints","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","elasticbeanstalk-us-east-1-383178746571","","","","","","383178746571.s3-control.us-east-1.amazonaws.com","","1","","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","E6B182554F5A8146","a6ea943b-fa11-4a84-8406-f1b4bbfee439","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:23Z","s3.amazonaws.com","GetBucketPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","cicd-workshop-us-east-1-383178746571.s3.us-east-1.amazonaws.com","","","cicd-workshop-us-east-1-383178746571","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","7553D3FA5CE488D1","28a70f56-ed60-4d02-8d80-01c86712035e","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:33Z","s3.amazonaws.com","GetBucketPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","udacity-cloudtraillogs.s3.us-east-1.amazonaws.com","","","udacity-cloudtraillogs","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","ABBE594E51F24A55","593ba873-44c6-4cf0-b7fd-a23079be6084","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:35Z","s3.amazonaws.com","GetAccountPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","383178746571.s3-control.us-east-1.amazonaws.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","8T9P1Y1GFWDH4M7P","a80e51c1-899e-4692-858b-347866106807","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:35Z","s3.amazonaws.com","GetBucketEncryption","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ServerSideEncryptionConfigurationNotFoundError","The server side encryption configuration was not found","","","","s3.amazonaws.com","","","udacity-cloudtraillogs","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","E493F16921B67E07","db489f32-d215-4fb1-a704-9d6ceb8b01e0","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF3NWMFM7C","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:19Z","health.amazonaws.com","DescribeEventAggregates","us-east-1","191.89.101.45","console.amazonaws.com","","","","","","","","","","","","","","","","","","","","eventTypeCategory","open","upcoming","Jul 8, 2020 8:29:19 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","null","","","","","","","","","39bfb69e-ae51-4d5c-8953-6034966c00da","2db58eb9-f143-4e15-92d3-f1cb3ae3ca78","","","","","","AwsApiCall","","383178746571","","",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:22Z","s3.amazonaws.com","ListBuckets","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","s3.amazonaws.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","1E5128CB69F93689","ec42f236-a4f1-4f13-9bbb-99dac2c4b203","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:34Z","s3.amazonaws.com","GetBucketEncryption","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ServerSideEncryptionConfigurationNotFoundError","The server side encryption configuration was not found","","","","s3.amazonaws.com","","","udacity-cloudtraillogs","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","CFD8AD3805416EBB","90c29e27-1534-48f9-a09f-b29ddc432991","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:38Z","s3.amazonaws.com","GetBucketPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","udacity-cloudtraillogs.s3.us-east-1.amazonaws.com","","","udacity-cloudtraillogs","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","2Y4V2P6YCWEN0W3R","210a5b02-0ff8-44f0-af6f-76ae65f3ef60","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","","","","","","2020-07-15T20:29:16Z","signin.amazonaws.com","ConsoleLogin","us-east-1","191.89.101.45","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36","","","","","","","","","","","","","","","null","Success","https://console.aws.amazon.com/console/home?nc2=h_ct&src=header-signin&state=hashArgs%23&isauthcode=true","No","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b6f28f53-45b5-4345-a6bb-f2a5940144f8","","","","","","AwsConsoleSignIn","","383178746571","","",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:40Z","s3.amazonaws.com","GetAccountPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","383178746571.s3-control.us-east-1.amazonaws.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","224EFEE91547549D","806ae647-4d76-4a8d-bb87-907608ec5d27","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:40Z","s3.amazonaws.com","GetAccountPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","383178746571.s3-control.us-east-1.amazonaws.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","6F600FD79849FA85","8c9a8ac7-52cd-4830-a7e5-9258ff2cfcab","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:41Z","s3.amazonaws.com","GetBucketEncryption","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ServerSideEncryptionConfigurationNotFoundError","The server side encryption configuration was not found","","","","s3.amazonaws.com","","","udacity-cloudtraillogs","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","5HCN4VES9KFZFWDW","ff2c379e-dcf3-448a-88fb-c7d6304c690b","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:41Z","s3.amazonaws.com","GetBucketPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","udacity-cloudtraillogs.s3.us-east-1.amazonaws.com","","","udacity-cloudtraillogs","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","C1C3BD506BF574F5","2425b581-a5d2-4878-959b-ef480f1cc14c","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:40Z","s3.amazonaws.com","GetBucketPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","udacity-cloudtraillogs.s3.us-east-1.amazonaws.com","","","udacity-cloudtraillogs","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","FE44A41280420BCD","4cfe9796-99c1-4e16-a2cf-a60ef7839bc0","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:38Z","s3.amazonaws.com","GetAccountPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","383178746571.s3-control.us-east-1.amazonaws.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","4F8611A7841CCB45","7069a7e2-3066-4dab-885f-12bd7d243849","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:40Z","s3.amazonaws.com","GetBucketEncryption","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ServerSideEncryptionConfigurationNotFoundError","The server side encryption configuration was not found","","","","s3.amazonaws.com","","","udacity-cloudtraillogs","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","96DD49DC6D339EF5","f520c417-9b2b-4bef-b20e-da250fcf5acd","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:41Z","s3.amazonaws.com","GetAccountPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","383178746571.s3-control.us-east-1.amazonaws.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","8DCDF99A3B292C77","23e9fc95-8e31-4ad2-9448-4375049019cc","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:41Z","s3.amazonaws.com","GetBucketPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","udacity-cloudtraillogs.s3.us-east-1.amazonaws.com","","","udacity-cloudtraillogs","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","882601C0AFA9C57C","ee6ffd96-97c1-4cc1-9a80-306b7bfd1acb","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:39Z","s3.amazonaws.com","GetBucketEncryption","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ServerSideEncryptionConfigurationNotFoundError","The server side encryption configuration was not found","","","","s3.amazonaws.com","","","udacity-cloudtraillogs","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","D407E4B2EA8451AF","1defa558-9463-4cd0-9286-4dcfb65e93d8","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
"1.05","Root","383178746571","arn:aws:iam::383178746571:root","383178746571","ASIAVSNZ3VLF5AU5YAVB","ctr1","","true","2020-07-15T20:29:16Z","2020-07-15T20:29:39Z","s3.amazonaws.com","GetAccountPublicAccessBlock","us-east-1","191.89.101.45","[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.783 Linux/4.9.217-0.1.ac.205.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.252-b09 java/1.8.0_252 vendor/Oracle_Corporation]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NoSuchPublicAccessBlockConfiguration","The public access block configuration was not found","","","","383178746571.s3-control.us-east-1.amazonaws.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","null","SigV4","ECDHE-RSA-AES128-SHA","","","AuthHeader","","","vpce-f40dc59d","566EC588F8087F11","e6df7e27-9c02-4ed6-83b5-852f32138421","","","","","","AwsApiCall","","383178746571","","vpce-f40dc59d",""
